Month,Year,Dayweek,Time,Time of day,Day of week,Christmas Period,Easter Period,Time ID
8,2017,Friday,11:00,Day,Weekday,No,No,6973
8,2017,Friday,11:34,Day,Weekday,No,No,6974
8,2017,Friday,13:00,Day,Weekday,No,No,6975
8,2017,Friday,14:43,Day,Weekday,No,No,6976
8,2017,Friday,15:30,Day,Weekday,No,No,6977
8,2017,Friday,15:50,Day,Weekday,No,No,6978
8,2017,Friday,17:00,Day,Weekday,No,No,6979
8,2017,Friday,18:30,Night,Weekend,No,No,6980
8,2017,Friday,20:40,Night,Weekend,No,No,6981
8,2017,Friday,22:00,Night,Weekend,No,No,6982
8,2017,Monday,0:25,Night,Weekend,No,No,6983
8,2017,Monday,3:00,Night,Weekend,No,No,6984
8,2017,Monday,8:55,Day,Weekday,No,No,6985
8,2017,Monday,9:15,Day,Weekday,No,No,6986
8,2017,Monday,9:30,Day,Weekday,No,No,6987
8,2017,Monday,15:20,Day,Weekday,No,No,6988
8,2017,Monday,17:00,Day,Weekday,No,No,6989
8,2017,Monday,18:00,Night,Weekday,No,No,6990
8,2017,Monday,19:46,Night,Weekday,No,No,6991
8,2017,Monday,21:29,Night,Weekday,No,No,6992
8,2017,Saturday,1:00,Night,Weekend,No,No,6993
8,2017,Saturday,4:10,Night,Weekend,No,No,6994
8,2017,Saturday,5:12,Night,Weekend,No,No,6995
8,2017,Saturday,7:56,Day,Weekend,No,No,6996
8,2017,Saturday,10:50,Day,Weekend,No,No,6997
8,2017,Saturday,11:00,Day,Weekend,No,No,6998
8,2017,Saturday,11:01,Day,Weekend,No,No,6999
8,2017,Saturday,15:40,Day,Weekend,No,No,7000
8,2017,Saturday,15:50,Day,Weekend,No,No,7001
8,2017,Saturday,20:00,Night,Weekend,No,No,7002
8,2017,Saturday,22:45,Night,Weekend,No,No,7003
8,2017,Sunday,0:28,Night,Weekend,No,No,7004
8,2017,Sunday,3:00,Night,Weekend,No,No,7005
8,2017,Sunday,5:10,Night,Weekend,No,No,7006
8,2017,Sunday,6:30,Day,Weekend,No,No,7007
8,2017,Sunday,9:45,Day,Weekend,No,No,7008
8,2017,Sunday,10:00,Day,Weekend,No,No,7009
8,2017,Sunday,12:00,Day,Weekend,No,No,7010
8,2017,Sunday,13:05,Day,Weekend,No,No,7011
8,2017,Sunday,13:20,Day,Weekend,No,No,7012
8,2017,Sunday,13:30,Day,Weekend,No,No,7013
8,2017,Sunday,14:27,Day,Weekend,No,No,7014
8,2017,Sunday,15:10,Day,Weekend,No,No,7015
8,2017,Sunday,15:30,Day,Weekend,No,No,7016
8,2017,Sunday,16:35,Day,Weekend,No,No,7017
8,2017,Sunday,17:40,Day,Weekend,No,No,7018
8,2017,Sunday,18:00,Night,Weekend,No,No,7019
8,2017,Sunday,19:45,Night,Weekend,No,No,7020
8,2017,Thursday,7:15,Day,Weekday,No,No,7021
8,2017,Thursday,8:00,Day,Weekday,No,No,7022
8,2017,Thursday,9:00,Day,Weekday,No,No,7023
8,2017,Thursday,10:00,Day,Weekday,No,No,7024
8,2017,Thursday,11:30,Day,Weekday,No,No,7025
8,2017,Thursday,13:30,Day,Weekday,No,No,7026
8,2017,Thursday,14:50,Day,Weekday,No,No,7027
8,2017,Thursday,15:05,Day,Weekday,No,No,7028
8,2017,Thursday,16:08,Day,Weekday,No,No,7029
8,2017,Thursday,16:40,Day,Weekday,No,No,7030
8,2017,Thursday,17:00,Day,Weekday,No,No,7031
8,2017,Thursday,18:55,Night,Weekday,No,No,7032
8,2017,Thursday,19:00,Night,Weekday,No,No,7033
8,2017,Thursday,21:40,Night,Weekday,No,No,7034
8,2017,Tuesday,0:30,Night,Weekday,No,No,7035
8,2017,Tuesday,1:00,Night,Weekday,No,No,7036
8,2017,Tuesday,6:01,Day,Weekday,No,No,7037
8,2017,Tuesday,7:10,Day,Weekday,No,No,7038
8,2017,Tuesday,8:50,Day,Weekday,No,No,7039
8,2017,Tuesday,9:00,Day,Weekday,No,No,7040
8,2017,Tuesday,10:50,Day,Weekday,No,No,7041
8,2017,Tuesday,11:00,Day,Weekday,No,No,7042
8,2017,Tuesday,11:50,Day,Weekday,No,No,7043
8,2017,Tuesday,12:55,Day,Weekday,No,No,7044
8,2017,Tuesday,15:17,Day,Weekday,No,No,7045
8,2017,Tuesday,16:00,Day,Weekday,No,No,7046
8,2017,Tuesday,17:00,Day,Weekday,No,No,7047
8,2017,Tuesday,18:15,Night,Weekday,No,No,7048
8,2017,Tuesday,18:25,Night,Weekday,No,No,7049
8,2017,Tuesday,18:45,Night,Weekday,No,No,7050
8,2017,Tuesday,19:10,Night,Weekday,No,No,7051
8,2017,Wednesday,7:30,Day,Weekday,No,No,7052
8,2017,Wednesday,7:35,Day,Weekday,No,No,7053
8,2017,Wednesday,8:00,Day,Weekday,No,No,7054
8,2017,Wednesday,10:20,Day,Weekday,No,No,7055
8,2017,Wednesday,10:25,Day,Weekday,No,No,7056
8,2017,Wednesday,11:20,Day,Weekday,No,No,7057
8,2017,Wednesday,12:15,Day,Weekday,No,No,7058
8,2017,Wednesday,13:20,Day,Weekday,No,No,7059
8,2017,Wednesday,13:25,Day,Weekday,No,No,7060
8,2017,Wednesday,13:35,Day,Weekday,No,No,7061
8,2017,Wednesday,13:50,Day,Weekday,No,No,7062
8,2017,Wednesday,14:50,Day,Weekday,No,No,7063
8,2017,Wednesday,16:15,Day,Weekday,No,No,7064
8,2017,Wednesday,16:30,Day,Weekday,No,No,7065
8,2017,Wednesday,17:45,Day,Weekday,No,No,7066
8,2017,Wednesday,19:18,Night,Weekday,No,No,7067
8,2017,Wednesday,23:54,Night,Weekday,No,No,7068
7,2017,Friday,3:45,Night,Weekday,No,No,7069
7,2017,Friday,6:40,Day,Weekday,No,No,7070
7,2017,Friday,8:11,Day,Weekday,No,No,7071
7,2017,Friday,10:00,Day,Weekday,No,No,7072
7,2017,Friday,11:20,Day,Weekday,No,No,7073
7,2017,Friday,15:50,Day,Weekday,No,No,7074
7,2017,Friday,19:10,Night,Weekend,No,No,7075
7,2017,Friday,20:05,Night,Weekend,No,No,7076
7,2017,Friday,20:53,Night,Weekend,No,No,7077
7,2017,Friday,22:30,Night,Weekend,No,No,7078
7,2017,Friday,22:44,Night,Weekend,No,No,7079
7,2017,Friday,23:20,Night,Weekend,No,No,7080
7,2017,Friday,23:34,Night,Weekend,No,No,7081
7,2017,Monday,7:20,Day,Weekday,No,No,7082
7,2017,Monday,8:20,Day,Weekday,No,No,7083
7,2017,Monday,9:55,Day,Weekday,No,No,7084
7,2017,Monday,10:00,Day,Weekday,No,No,7085
7,2017,Monday,11:00,Day,Weekday,No,No,7086
7,2017,Monday,11:20,Day,Weekday,No,No,7087
7,2017,Monday,12:08,Day,Weekday,No,No,7088
7,2017,Monday,12:30,Day,Weekday,No,No,7089
7,2017,Monday,13:00,Day,Weekday,No,No,7090
7,2017,Monday,16:20,Day,Weekday,No,No,7091
7,2017,Monday,17:10,Day,Weekday,No,No,7092
7,2017,Monday,21:14,Night,Weekday,No,No,7093
7,2017,Saturday,1:20,Night,Weekend,No,No,7094
7,2017,Saturday,4:00,Night,Weekend,No,No,7095
7,2017,Saturday,6:13,Day,Weekend,No,No,7096
7,2017,Saturday,6:22,Day,Weekend,No,No,7097
7,2017,Saturday,7:20,Day,Weekend,No,No,7098
7,2017,Saturday,7:35,Day,Weekend,No,No,7099
7,2017,Saturday,10:00,Day,Weekend,No,No,7100
7,2017,Saturday,13:44,Day,Weekend,No,No,7101
7,2017,Saturday,15:00,Day,Weekend,No,No,7102
7,2017,Saturday,19:25,Night,Weekend,No,No,7103
7,2017,Saturday,19:30,Night,Weekend,No,No,7104
7,2017,Saturday,21:45,Night,Weekend,No,No,7105
7,2017,Saturday,22:00,Night,Weekend,No,No,7106
7,2017,Saturday,23:00,Night,Weekend,No,No,7107
7,2017,Sunday,0:00,Night,Weekend,No,No,7108
7,2017,Sunday,1:45,Night,Weekend,No,No,7109
7,2017,Sunday,2:15,Night,Weekend,No,No,7110
7,2017,Sunday,3:00,Night,Weekend,No,No,7111
7,2017,Sunday,4:00,Night,Weekend,No,No,7112
7,2017,Sunday,5:30,Night,Weekend,No,No,7113
7,2017,Sunday,6:30,Day,Weekend,No,No,7114
7,2017,Sunday,7:00,Day,Weekend,No,No,7115
7,2017,Sunday,7:18,Day,Weekend,No,No,7116
7,2017,Sunday,8:55,Day,Weekend,No,No,7117
7,2017,Sunday,9:00,Day,Weekend,No,No,7118
7,2017,Sunday,9:07,Day,Weekend,No,No,7119
7,2017,Sunday,12:30,Day,Weekend,No,No,7120
7,2017,Sunday,13:05,Day,Weekend,No,No,7121
7,2017,Sunday,13:48,Day,Weekend,No,No,7122
7,2017,Sunday,15:00,Day,Weekend,No,No,7123
7,2017,Sunday,16:25,Day,Weekend,No,No,7124
7,2017,Sunday,16:35,Day,Weekend,No,No,7125
7,2017,Sunday,19:00,Night,Weekend,No,No,7126
7,2017,Sunday,19:10,Night,Weekend,No,No,7127
7,2017,Sunday,20:50,Night,Weekend,No,No,7128
7,2017,Thursday,4:00,Night,Weekday,No,No,7129
7,2017,Thursday,6:00,Day,Weekday,No,No,7130
7,2017,Thursday,6:45,Day,Weekday,No,No,7131
7,2017,Thursday,7:26,Day,Weekday,No,No,7132
7,2017,Thursday,9:40,Day,Weekday,No,No,7133
7,2017,Thursday,12:45,Day,Weekday,No,No,7134
7,2017,Thursday,13:00,Day,Weekday,No,No,7135
7,2017,Thursday,14:32,Day,Weekday,No,No,7136
7,2017,Thursday,14:45,Day,Weekday,No,No,7137
7,2017,Thursday,17:00,Day,Weekday,No,No,7138
7,2017,Thursday,17:10,Day,Weekday,No,No,7139
7,2017,Thursday,17:40,Day,Weekday,No,No,7140
7,2017,Thursday,17:50,Day,Weekday,No,No,7141
7,2017,Thursday,21:42,Night,Weekday,No,No,7142
7,2017,Tuesday,1:09,Night,Weekday,No,No,7143
7,2017,Tuesday,5:00,Night,Weekday,No,No,7144
7,2017,Tuesday,7:50,Day,Weekday,No,No,7145
7,2017,Tuesday,8:40,Day,Weekday,No,No,7146
7,2017,Tuesday,9:00,Day,Weekday,No,No,7147
7,2017,Tuesday,10:55,Day,Weekday,No,No,7148
7,2017,Tuesday,11:00,Day,Weekday,No,No,7149
7,2017,Tuesday,12:00,Day,Weekday,No,No,7150
7,2017,Tuesday,13:10,Day,Weekday,No,No,7151
7,2017,Tuesday,14:30,Day,Weekday,No,No,7152
7,2017,Tuesday,14:55,Day,Weekday,No,No,7153
7,2017,Tuesday,15:35,Day,Weekday,No,No,7154
7,2017,Tuesday,17:39,Day,Weekday,No,No,7155
7,2017,Tuesday,19:10,Night,Weekday,No,No,7156
7,2017,Tuesday,19:25,Night,Weekday,No,No,7157
7,2017,Wednesday,4:00,Night,Weekday,No,No,7158
7,2017,Wednesday,4:15,Night,Weekday,No,No,7159
7,2017,Wednesday,13:05,Day,Weekday,No,No,7160
7,2017,Wednesday,13:15,Day,Weekday,No,No,7161
7,2017,Wednesday,13:45,Day,Weekday,No,No,7162
7,2017,Wednesday,15:50,Day,Weekday,No,No,7163
7,2017,Wednesday,18:35,Night,Weekday,No,No,7164
7,2017,Wednesday,23:15,Night,Weekday,No,No,7165
6,2017,Friday,0:00,Night,Weekday,No,No,7166
6,2017,Friday,6:00,Day,Weekday,No,No,7167
6,2017,Friday,8:30,Day,Weekday,No,No,7168
6,2017,Friday,10:10,Day,Weekday,No,No,7169
6,2017,Friday,11:00,Day,Weekday,No,No,7170
6,2017,Friday,12:27,Day,Weekday,No,No,7171
6,2017,Friday,13:37,Day,Weekday,No,No,7172
6,2017,Friday,14:19,Day,Weekday,No,No,7173
6,2017,Friday,15:00,Day,Weekday,No,No,7174
6,2017,Friday,16:10,Day,Weekday,No,No,7175
6,2017,Friday,17:00,Day,Weekday,No,No,7176
6,2017,Friday,17:10,Day,Weekday,No,No,7177
6,2017,Friday,17:17,Day,Weekday,No,No,7178
6,2017,Friday,17:30,Day,Weekday,No,No,7179
6,2017,Friday,17:45,Day,Weekday,No,No,7180
6,2017,Friday,17:50,Day,Weekday,No,No,7181
6,2017,Friday,18:20,Night,Weekend,No,No,7182
6,2017,Monday,2:25,Night,Weekend,No,No,7183
6,2017,Monday,12:45,Day,Weekday,No,No,7184
6,2017,Monday,14:00,Day,Weekday,No,No,7185
6,2017,Monday,15:45,Day,Weekday,No,No,7186
6,2017,Monday,16:00,Day,Weekday,No,No,7187
6,2017,Monday,19:00,Night,Weekday,No,No,7188
6,2017,Saturday,0:10,Night,Weekend,No,No,7189
6,2017,Saturday,2:00,Night,Weekend,No,No,7190
6,2017,Saturday,3:11,Night,Weekend,No,No,7191
6,2017,Saturday,7:00,Day,Weekend,No,No,7192
6,2017,Saturday,8:08,Day,Weekend,No,No,7193
6,2017,Saturday,10:00,Day,Weekend,No,No,7194
6,2017,Saturday,12:00,Day,Weekend,No,No,7195
6,2017,Saturday,12:39,Day,Weekend,No,No,7196
6,2017,Saturday,12:55,Day,Weekend,No,No,7197
6,2017,Saturday,15:00,Day,Weekend,No,No,7198
6,2017,Saturday,15:02,Day,Weekend,No,No,7199
6,2017,Saturday,15:30,Day,Weekend,No,No,7200
6,2017,Saturday,18:00,Night,Weekend,No,No,7201
6,2017,Saturday,20:50,Night,Weekend,No,No,7202
6,2017,Saturday,21:15,Night,Weekend,No,No,7203
6,2017,Saturday,23:00,Night,Weekend,No,No,7204
6,2017,Sunday,1:00,Night,Weekend,No,No,7205
6,2017,Sunday,2:00,Night,Weekend,No,No,7206
6,2017,Sunday,8:07,Day,Weekend,No,No,7207
6,2017,Sunday,11:00,Day,Weekend,No,No,7208
6,2017,Sunday,12:48,Day,Weekend,No,No,7209
6,2017,Sunday,14:25,Day,Weekend,No,No,7210
6,2017,Sunday,15:18,Day,Weekend,No,No,7211
6,2017,Sunday,16:06,Day,Weekend,No,No,7212
6,2017,Sunday,16:30,Day,Weekend,No,No,7213
6,2017,Sunday,17:30,Day,Weekend,No,No,7214
6,2017,Sunday,18:45,Night,Weekend,No,No,7215
6,2017,Sunday,19:10,Night,Weekend,No,No,7216
6,2017,Sunday,23:03,Night,Weekend,No,No,7217
6,2017,Sunday,23:40,Night,Weekend,No,No,7218
6,2017,Thursday,0:00,Night,Weekday,No,No,7219
6,2017,Thursday,0:40,Night,Weekday,No,No,7220
6,2017,Thursday,1:35,Night,Weekday,No,No,7221
6,2017,Thursday,6:55,Day,Weekday,No,No,7222
6,2017,Thursday,7:00,Day,Weekday,No,No,7223
6,2017,Thursday,9:20,Day,Weekday,No,No,7224
6,2017,Thursday,12:55,Day,Weekday,No,No,7225
6,2017,Thursday,13:45,Day,Weekday,No,No,7226
6,2017,Thursday,14:10,Day,Weekday,No,No,7227
6,2017,Thursday,14:15,Day,Weekday,No,No,7228
6,2017,Thursday,15:10,Day,Weekday,No,No,7229
6,2017,Thursday,17:00,Day,Weekday,No,No,7230
6,2017,Thursday,17:10,Day,Weekday,No,No,7231
6,2017,Thursday,20:00,Night,Weekday,No,No,7232
6,2017,Thursday,21:00,Night,Weekday,No,No,7233
6,2017,Tuesday,6:15,Day,Weekday,No,No,7234
6,2017,Tuesday,15:35,Day,Weekday,No,No,7235
6,2017,Tuesday,16:00,Day,Weekday,No,No,7236
6,2017,Tuesday,16:35,Day,Weekday,No,No,7237
6,2017,Tuesday,17:20,Day,Weekday,No,No,7238
6,2017,Tuesday,18:09,Night,Weekday,No,No,7239
6,2017,Tuesday,21:30,Night,Weekday,No,No,7240
6,2017,Tuesday,23:00,Night,Weekday,No,No,7241
6,2017,Wednesday,7:00,Day,Weekday,No,No,7242
6,2017,Wednesday,7:51,Day,Weekday,No,No,7243
6,2017,Wednesday,8:10,Day,Weekday,No,No,7244
6,2017,Wednesday,8:40,Day,Weekday,No,No,7245
6,2017,Wednesday,10:00,Day,Weekday,No,No,7246
6,2017,Wednesday,10:30,Day,Weekday,No,No,7247
6,2017,Wednesday,12:00,Day,Weekday,No,No,7248
6,2017,Wednesday,13:50,Day,Weekday,No,No,7249
6,2017,Wednesday,17:00,Day,Weekday,No,No,7250
6,2017,Wednesday,18:10,Night,Weekday,No,No,7251
6,2017,Wednesday,20:00,Night,Weekday,No,No,7252
6,2017,Wednesday,23:15,Night,Weekday,No,No,7253
5,2017,Friday,1:50,Night,Weekday,No,No,7254
5,2017,Friday,3:00,Night,Weekday,No,No,7255
5,2017,Friday,6:12,Day,Weekday,No,No,7256
5,2017,Friday,7:30,Day,Weekday,No,No,7257
5,2017,Friday,8:25,Day,Weekday,No,No,7258
5,2017,Friday,11:00,Day,Weekday,No,No,7259
5,2017,Friday,11:36,Day,Weekday,No,No,7260
5,2017,Friday,13:20,Day,Weekday,No,No,7261
5,2017,Friday,14:30,Day,Weekday,No,No,7262
5,2017,Friday,19:00,Night,Weekend,No,No,7263
5,2017,Friday,20:30,Night,Weekend,No,No,7264
5,2017,Friday,21:00,Night,Weekend,No,No,7265
5,2017,Friday,23:45,Night,Weekend,No,No,7266
5,2017,Monday,6:00,Day,Weekday,No,No,7267
5,2017,Monday,6:06,Day,Weekday,No,No,7268
5,2017,Monday,7:30,Day,Weekday,No,No,7269
5,2017,Monday,8:45,Day,Weekday,No,No,7270
5,2017,Monday,10:00,Day,Weekday,No,No,7271
5,2017,Monday,10:33,Day,Weekday,No,No,7272
5,2017,Monday,13:57,Day,Weekday,No,No,7273
5,2017,Monday,14:09,Day,Weekday,No,No,7274
5,2017,Monday,17:00,Day,Weekday,No,No,7275
5,2017,Monday,17:55,Day,Weekday,No,No,7276
5,2017,Monday,18:15,Night,Weekday,No,No,7277
5,2017,Monday,19:00,Night,Weekday,No,No,7278
5,2017,Saturday,1:00,Night,Weekend,No,No,7279
5,2017,Saturday,3:00,Night,Weekend,No,No,7280
5,2017,Saturday,3:30,Night,Weekend,No,No,7281
5,2017,Saturday,8:00,Day,Weekend,No,No,7282
5,2017,Saturday,12:15,Day,Weekend,No,No,7283
5,2017,Saturday,14:00,Day,Weekend,No,No,7284
5,2017,Saturday,14:20,Day,Weekend,No,No,7285
5,2017,Saturday,14:30,Day,Weekend,No,No,7286
5,2017,Saturday,15:37,Day,Weekend,No,No,7287
5,2017,Saturday,16:00,Day,Weekend,No,No,7288
5,2017,Saturday,17:40,Day,Weekend,No,No,7289
5,2017,Saturday,18:30,Night,Weekend,No,No,7290
5,2017,Saturday,22:00,Night,Weekend,No,No,7291
5,2017,Sunday,0:35,Night,Weekend,No,No,7292
5,2017,Sunday,5:50,Night,Weekend,No,No,7293
5,2017,Sunday,11:20,Day,Weekend,No,No,7294
5,2017,Sunday,11:28,Day,Weekend,No,No,7295
5,2017,Sunday,12:00,Day,Weekend,No,No,7296
5,2017,Sunday,14:00,Day,Weekend,No,No,7297
5,2017,Sunday,14:30,Day,Weekend,No,No,7298
5,2017,Sunday,16:05,Day,Weekend,No,No,7299
5,2017,Sunday,17:00,Day,Weekend,No,No,7300
5,2017,Sunday,17:35,Day,Weekend,No,No,7301
5,2017,Sunday,18:20,Night,Weekend,No,No,7302
5,2017,Sunday,22:20,Night,Weekend,No,No,7303
5,2017,Thursday,2:00,Night,Weekday,No,No,7304
5,2017,Thursday,4:36,Night,Weekday,No,No,7305
5,2017,Thursday,6:00,Day,Weekday,No,No,7306
5,2017,Thursday,6:40,Day,Weekday,No,No,7307
5,2017,Thursday,7:00,Day,Weekday,No,No,7308
5,2017,Thursday,10:00,Day,Weekday,No,No,7309
5,2017,Thursday,10:05,Day,Weekday,No,No,7310
5,2017,Thursday,11:00,Day,Weekday,No,No,7311
5,2017,Thursday,13:15,Day,Weekday,No,No,7312
5,2017,Thursday,14:50,Day,Weekday,No,No,7313
5,2017,Thursday,15:20,Day,Weekday,No,No,7314
5,2017,Thursday,17:25,Day,Weekday,No,No,7315
5,2017,Thursday,18:00,Night,Weekday,No,No,7316
5,2017,Tuesday,6:30,Day,Weekday,No,No,7317
5,2017,Tuesday,8:00,Day,Weekday,No,No,7318
5,2017,Tuesday,9:00,Day,Weekday,No,No,7319
5,2017,Tuesday,9:30,Day,Weekday,No,No,7320
5,2017,Tuesday,9:50,Day,Weekday,No,No,7321
5,2017,Tuesday,10:15,Day,Weekday,No,No,7322
5,2017,Tuesday,11:00,Day,Weekday,No,No,7323
5,2017,Tuesday,12:15,Day,Weekday,No,No,7324
5,2017,Tuesday,13:00,Day,Weekday,No,No,7325
5,2017,Tuesday,13:07,Day,Weekday,No,No,7326
5,2017,Tuesday,13:30,Day,Weekday,No,No,7327
5,2017,Tuesday,14:11,Day,Weekday,No,No,7328
5,2017,Tuesday,14:44,Day,Weekday,No,No,7329
5,2017,Tuesday,16:00,Day,Weekday,No,No,7330
5,2017,Tuesday,20:20,Night,Weekday,No,No,7331
5,2017,Tuesday,21:00,Night,Weekday,No,No,7332
5,2017,Wednesday,7:05,Day,Weekday,No,No,7333
5,2017,Wednesday,11:55,Day,Weekday,No,No,7334
5,2017,Wednesday,14:00,Day,Weekday,No,No,7335
5,2017,Wednesday,16:00,Day,Weekday,No,No,7336
5,2017,Wednesday,17:00,Day,Weekday,No,No,7337
5,2017,Wednesday,18:00,Night,Weekday,No,No,7338
5,2017,Wednesday,22:00,Night,Weekday,No,No,7339
4,2017,Friday,0:04,Night,Weekday,No,Yes,7340
4,2017,Friday,2:00,Night,Weekday,No,No,7341
4,2017,Friday,2:50,Night,Weekday,No,No,7342
4,2017,Friday,8:50,Day,Weekday,No,Yes,7343
4,2017,Friday,11:00,Day,Weekday,No,No,7344
4,2017,Friday,12:10,Day,Weekday,No,No,7345
4,2017,Friday,13:45,Day,Weekday,No,No,7346
4,2017,Friday,14:00,Day,Weekday,No,No,7347
4,2017,Friday,14:03,Day,Weekday,No,No,7348
4,2017,Friday,17:29,Day,Weekday,No,No,7349
4,2017,Friday,17:38,Day,Weekday,No,No,7350
4,2017,Friday,18:15,Night,Weekend,No,No,7351
4,2017,Friday,19:30,Night,Weekend,No,No,7352
4,2017,Friday,21:05,Night,Weekend,No,No,7353
4,2017,Monday,10:25,Day,Weekday,No,No,7354
4,2017,Monday,12:00,Day,Weekday,No,No,7355
4,2017,Monday,13:30,Day,Weekday,No,No,7356
4,2017,Monday,13:35,Day,Weekday,No,No,7357
4,2017,Monday,15:00,Day,Weekday,No,Yes,7358
4,2017,Monday,17:00,Day,Weekday,No,No,7359
4,2017,Monday,17:30,Day,Weekday,No,No,7360
4,2017,Monday,18:50,Night,Weekday,No,No,7361
4,2017,Monday,19:30,Night,Weekday,No,Yes,7362
4,2017,Monday,23:35,Night,Weekday,No,No,7363
4,2017,Saturday,5:00,Night,Weekend,No,No,7364
4,2017,Saturday,9:20,Day,Weekend,No,No,7365
4,2017,Saturday,12:00,Day,Weekend,No,No,7366
4,2017,Saturday,14:50,Day,Weekend,No,Yes,7367
4,2017,Saturday,15:40,Day,Weekend,No,No,7368
4,2017,Saturday,16:45,Day,Weekend,No,Yes,7369
4,2017,Saturday,18:15,Night,Weekend,No,No,7370
4,2017,Saturday,18:20,Night,Weekend,No,No,7371
4,2017,Saturday,18:35,Night,Weekend,No,Yes,7372
4,2017,Saturday,20:06,Night,Weekend,No,No,7373
4,2017,Saturday,20:19,Night,Weekend,No,No,7374
4,2017,Saturday,22:05,Night,Weekend,No,No,7375
4,2017,Saturday,23:00,Night,Weekend,No,No,7376
4,2017,Sunday,0:01,Night,Weekend,No,No,7377
4,2017,Sunday,4:30,Night,Weekend,No,No,7378
4,2017,Sunday,8:20,Day,Weekend,No,No,7379
4,2017,Sunday,9:56,Day,Weekend,No,No,7380
4,2017,Sunday,11:00,Day,Weekend,No,No,7381
4,2017,Sunday,13:50,Day,Weekend,No,No,7382
4,2017,Sunday,14:30,Day,Weekend,No,No,7383
4,2017,Sunday,16:20,Day,Weekend,No,No,7384
4,2017,Sunday,22:48,Night,Weekend,No,No,7385
4,2017,Thursday,2:20,Night,Weekday,No,No,7386
4,2017,Thursday,2:44,Night,Weekday,No,Yes,7387
4,2017,Thursday,6:03,Day,Weekday,No,Yes,7388
4,2017,Thursday,8:06,Day,Weekday,No,No,7389
4,2017,Thursday,14:00,Day,Weekday,No,No,7390
4,2017,Thursday,15:50,Day,Weekday,No,No,7391
4,2017,Thursday,19:35,Night,Weekday,No,Yes,7392
4,2017,Thursday,21:30,Night,Weekday,No,Yes,7393
4,2017,Tuesday,5:00,Night,Weekday,No,No,7394
4,2017,Tuesday,6:16,Day,Weekday,No,No,7395
4,2017,Tuesday,7:30,Day,Weekday,No,No,7396
4,2017,Tuesday,8:10,Day,Weekday,No,No,7397
4,2017,Tuesday,10:15,Day,Weekday,No,No,7398
4,2017,Tuesday,11:00,Day,Weekday,No,No,7399
4,2017,Tuesday,11:43,Day,Weekday,No,No,7400
4,2017,Tuesday,14:50,Day,Weekday,No,No,7401
4,2017,Tuesday,15:25,Day,Weekday,No,No,7402
4,2017,Tuesday,16:00,Day,Weekday,No,No,7403
4,2017,Tuesday,16:19,Day,Weekday,No,No,7404
4,2017,Tuesday,17:30,Day,Weekday,No,No,7405
4,2017,Tuesday,18:34,Night,Weekday,No,No,7406
4,2017,Tuesday,19:00,Night,Weekday,No,No,7407
4,2017,Tuesday,21:50,Night,Weekday,No,No,7408
4,2017,Tuesday,22:00,Night,Weekday,No,No,7409
4,2017,Wednesday,3:00,Night,Weekday,No,No,7410
4,2017,Wednesday,6:04,Day,Weekday,No,No,7411
4,2017,Wednesday,7:15,Day,Weekday,No,No,7412
4,2017,Wednesday,7:30,Day,Weekday,No,No,7413
4,2017,Wednesday,11:18,Day,Weekday,No,No,7414
4,2017,Wednesday,12:10,Day,Weekday,No,No,7415
4,2017,Wednesday,12:50,Day,Weekday,No,No,7416
4,2017,Wednesday,13:00,Day,Weekday,No,No,7417
4,2017,Wednesday,13:30,Day,Weekday,No,No,7418
4,2017,Wednesday,14:45,Day,Weekday,No,No,7419
4,2017,Wednesday,15:00,Day,Weekday,No,No,7420
4,2017,Wednesday,15:38,Day,Weekday,No,No,7421
4,2017,Wednesday,16:30,Day,Weekday,No,No,7422
4,2017,Wednesday,17:10,Day,Weekday,No,No,7423
4,2017,Wednesday,17:15,Day,Weekday,No,No,7424
4,2017,Wednesday,18:40,Night,Weekday,No,No,7425
4,2017,Wednesday,21:00,Night,Weekday,No,No,7426
3,2017,Friday,0:30,Night,Weekday,No,No,7427
3,2017,Friday,3:28,Night,Weekday,No,No,7428
3,2017,Friday,5:20,Night,Weekday,No,No,7429
3,2017,Friday,6:25,Day,Weekday,No,No,7430
3,2017,Friday,6:30,Day,Weekday,No,No,7431
3,2017,Friday,7:58,Day,Weekday,No,No,7432
3,2017,Friday,8:30,Day,Weekday,No,No,7433
3,2017,Friday,11:02,Day,Weekday,No,No,7434
3,2017,Friday,12:00,Day,Weekday,No,No,7435
3,2017,Friday,12:40,Day,Weekday,No,No,7436
3,2017,Friday,13:30,Day,Weekday,No,No,7437
3,2017,Friday,15:00,Day,Weekday,No,No,7438
3,2017,Friday,15:15,Day,Weekday,No,No,7439
3,2017,Friday,16:20,Day,Weekday,No,No,7440
3,2017,Friday,17:42,Day,Weekday,No,No,7441
3,2017,Friday,18:45,Night,Weekend,No,No,7442
3,2017,Friday,23:30,Night,Weekend,No,No,7443
3,2017,Monday,1:00,Night,Weekend,No,No,7444
3,2017,Monday,3:50,Night,Weekend,No,No,7445
3,2017,Monday,8:00,Day,Weekday,No,No,7446
3,2017,Monday,10:00,Day,Weekday,No,No,7447
3,2017,Monday,11:00,Day,Weekday,No,No,7448
3,2017,Monday,16:00,Day,Weekday,No,No,7449
3,2017,Monday,20:25,Night,Weekday,No,No,7450
3,2017,Monday,21:00,Night,Weekday,No,No,7451
3,2017,Monday,23:55,Night,Weekday,No,No,7452
